id,pull_item,rawtick,dim,raw_weight,corrected_weight,judgement,magchg,dimchg,trivial,nopub,snap_rule
3558,chicken,Kilograms (Kgs),g,1.29,1290,0,0,0,1,0,log10 median
3559,chicken,Kilograms (Kgs),g,1.33,1330,0,0,0,1,0,log10 median
3560,chicken,Kilograms (Kgs),g,1.42,1420,0,0,0,1,0,log10 median
3561,chicken,Kilograms (Kgs),g,1.135,1135,0,0,0,1,0,log10 median
3562,chicken,grams (g),g,1180,1180,0,0,0,1,0,log10 median
3563,chicken,grams (g),g,1215,1215,0,0,0,1,0,log10 median
3564,"crackers, cookies, buiscuits, chips/curls",grams (g),g,33,33,0,0,0,1,0,log10 median
3565,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
3566,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,log10 median
3567,"crackers, cookies, buiscuits, chips/curls",grams (g),g,28,28,0,0,0,1,0,log10 median
3568,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
3569,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
3570,"crackers, cookies, buiscuits, chips/curls",grams (g),g,250,250,0,0,0,1,0,log10 median
3571,"crackers, cookies, buiscuits, chips/curls",grams (g),g,280,280,0,0,0,1,0,log10 median
3572,fresh fish,grams (g),g,550,550,0,0,0,1,0,log10 median
3573,fresh fish,grams (g),g,715,715,0,0,0,1,0,log10 median
3574,fresh fish,grams (g),g,880,880,0,0,0,1,0,log10 median
3575,fresh fish,grams (g),g,330,330,0,0,0,1,0,log10 median
3576,fresh fish,grams (g),g,370,370,0,0,0,1,0,log10 median
3577,fresh fish,grams (g),g,400,400,0,0,0,1,0,log10 median
3578,fresh fish,grams (g),g,415,415,0,0,0,1,0,log10 median
3579,fresh fish,grams (g),g,475,475,0,0,0,1,0,log10 median
3580,fresh fish,grams (g),g,515,515,0,0,0,1,0,log10 median
3581,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,395,395,0,0,0,1,0,block governs
3582,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),g,.11,110,1,0,1,0,0,block governs
3583,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,100,100,0,0,0,1,0,block governs
3584,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.059999999,60,0,0,0,1,0,log10 median
3585,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.60000002,600,0,0,0,1,0,block governs
3586,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.60000002,600,0,0,0,1,0,block governs
3587,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),g,1.25,1250,1,0,1,0,0,block governs
3588,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Kilograms (Kgs),g,1.025,1025,0,0,0,1,0,block governs
3589,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3590,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3591,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3592,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3593,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3594,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3595,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3596,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3597,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3598,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3599,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3600,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3601,loaf bread,grams (g),g,410,410,0,0,0,1,0,log10 median
3602,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3603,loaf bread,grams (g),g,220,220,0,0,0,1,0,log10 median
3604,loaf bread,grams (g),g,220,220,0,0,0,1,0,log10 median
3605,mango,grams (g),g,160,160,0,0,0,1,0,log10 median
3606,mango,grams (g),g,185,185,0,0,0,1,0,log10 median
3607,mango,grams (g),g,200,200,0,0,0,1,0,log10 median
3608,mango,grams (g),g,160,160,0,0,0,1,0,log10 median
3609,mango,grams (g),g,220,220,0,0,0,1,0,log10 median
3610,mango,grams (g),g,270,270,0,0,0,1,0,log10 median
3611,mango,grams (g),g,235,235,0,0,0,1,0,log10 median
3612,mango,grams (g),g,280,280,0,0,0,1,0,log10 median
3613,mango,grams (g),g,305,305,0,0,0,1,0,log10 median
3614,"prawns, lobster, shrimp",grams (g),g,260,260,0,0,0,1,0,log10 median
3615,"prawns, lobster, shrimp",grams (g),g,500,500,0,0,0,1,0,log10 median
3616,"prawns, lobster, shrimp",grams (g),g,810,810,0,0,0,1,0,log10 median
3617,"prawns, lobster, shrimp",grams (g),g,80,80,0,0,0,1,0,log10 median
3618,"prawns, lobster, shrimp",grams (g),g,260,260,0,0,0,1,0,log10 median
3619,"prawns, lobster, shrimp",grams (g),g,510,510,0,0,0,1,0,log10 median
3620,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,70,70,0,0,0,1,0,log10 median
3621,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,70,70,0,0,0,1,0,log10 median
3622,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,65,65,0,0,0,1,0,log10 median
3623,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3624,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3625,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,log10 median
3626,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3627,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3628,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3629,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3630,cabbage,grams (g),g,530,530,0,0,0,1,0,log10 median
3631,cabbage,grams (g),g,535,535,0,0,0,1,0,log10 median
3632,cabbage,grams (g),g,545,545,0,0,0,1,0,log10 median
3633,cabbage,grams (g),g,380,380,0,0,0,1,0,log10 median
3634,cabbage,grams (g),g,500,500,0,0,0,1,0,log10 median
3635,cabbage,grams (g),g,790,790,0,0,0,1,0,log10 median
3636,cabbage,Kilograms (Kgs),g,1.145,1145,0,0,0,1,0,log10 median
3637,cabbage,grams (g),g,110,110,0,0,0,1,0,log10 median
3638,cabbage,grams (g),g,210,210,0,0,0,1,0,log10 median
3639,camote tops,grams (g),g,175,175,0,0,0,1,0,log10 median
3640,camote,grams (g),g,100,100,0,0,0,1,0,log10 median
3641,camote,grams (g),g,115,115,0,0,0,1,0,log10 median
3642,camote,grams (g),g,210,210,0,0,0,1,0,log10 median
3643,camote,grams (g),g,95,95,0,0,0,1,0,log10 median
3644,camote,grams (g),g,145,145,0,0,0,1,0,log10 median
3645,camote,grams (g),g,260,260,0,0,0,1,0,log10 median
3646,carrot,grams (g),g,115,115,0,0,0,1,0,log10 median
3647,carrot,grams (g),g,130,130,0,0,0,1,0,log10 median
3648,carrot,grams (g),g,240,240,0,0,0,1,0,log10 median
3649,carrot,grams (g),g,155,155,0,0,0,1,0,log10 median
3650,carrot,grams (g),g,185,185,0,0,0,1,0,log10 median
3651,carrot,grams (g),g,145,145,0,0,0,1,0,log10 median
3652,carrot,grams (g),g,160,160,0,0,0,1,0,log10 median
3653,carrot,grams (g),g,180,180,0,0,0,1,0,log10 median
3654,chicken,Kilograms (Kgs),g,1.04,1040,0,0,0,1,0,log10 median
3655,chicken,Kilograms (Kgs),g,1.33,1330,0,0,0,1,0,log10 median
3656,chicken,grams (g),g,940,940,0,0,0,1,0,log10 median
3657,chicken,Kilograms (Kgs),g,1.045,1045,0,0,0,1,0,log10 median
3658,chicken,Kilograms (Kgs),g,1.15,1150,0,0,0,1,0,log10 median
3659,chicken,Kilograms (Kgs),g,1.38,1380,0,0,0,1,0,log10 median
3660,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.5,500,0,0,0,1,0,log10 median
3661,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.47299999,473,0,0,0,1,0,log10 median
3662,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.65100002,651,0,0,0,1,0,log10 median
3663,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.47299999,473,0,0,0,1,0,log10 median
3664,fresh fish,grams (g),g,315,315,0,0,0,1,0,log10 median
3665,fresh fish,grams (g),g,375,375,0,0,0,1,0,log10 median
3666,fresh fish,grams (g),g,610,610,0,0,0,1,0,log10 median
3667,fresh fish,grams (g),g,375,375,0,0,0,1,0,log10 median
3668,fresh fish,grams (g),g,255,255,0,0,0,1,0,log10 median
3669,fresh fish,grams (g),g,760,760,0,0,0,1,0,log10 median
3670,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.085000001,85,0,0,0,1,0,log10 median
3671,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.064999998,65,0,0,0,1,0,log10 median
3672,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.11,110,0,0,0,1,0,log10 median
3673,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.064999998,65,0,0,0,1,0,log10 median
3674,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3675,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3676,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
3677,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
3678,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
3679,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
3680,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3681,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3682,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3683,loaf bread,grams (g),g,360,360,0,0,0,1,0,log10 median
3684,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3685,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3686,mango,grams (g),g,155,155,0,0,0,1,0,log10 median
3687,mango,grams (g),g,200,200,0,0,0,1,0,log10 median
3688,mango,grams (g),g,250,250,0,0,0,1,0,log10 median
3689,mango,grams (g),g,335,335,0,0,0,1,0,log10 median
3690,mango,grams (g),g,150,150,0,0,0,1,0,log10 median
3691,mango,grams (g),g,195,195,0,0,0,1,0,log10 median
3692,mango,grams (g),g,260,260,0,0,0,1,0,log10 median
3693,"prawns, lobster, shrimp",grams (g),g,355,355,0,0,0,1,0,log10 median
3694,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3695,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1.02,1020,0,0,0,1,0,block governs
3696,"preserved or processed meat (tocino, tapa, longaniza, etc)",Litres (L),g,.064999998,65,1,0,1,0,0,log10 median
3697,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1.2,1200,0,0,0,1,0,block governs
3698,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3699,cabbage,grams (g),g,520,520,0,0,0,1,0,log10 median
3700,cabbage,grams (g),g,690,690,0,0,0,1,0,log10 median
3701,cabbage,grams (g),g,745,745,0,0,0,1,0,log10 median
3702,cabbage,Kilograms (Kgs),g,1.38,1380,0,0,0,1,0,log10 median
3703,cabbage,grams (g),g,435,435,0,0,0,1,0,log10 median
3704,cabbage,grams (g),g,610,610,0,0,0,1,0,log10 median
3705,cabbage,grams (g),g,575,575,0,0,0,1,0,log10 median
3706,cabbage,grams (g),g,730,730,0,0,0,1,0,log10 median
3707,cabbage,Kilograms (Kgs),g,1.15,1150,0,0,0,1,0,log10 median
3708,cabbage,grams (g),g,370,370,0,0,0,1,0,log10 median
3709,cabbage,grams (g),g,710,710,0,0,0,1,0,log10 median
3710,cabbage,grams (g),g,950,950,0,0,0,1,0,log10 median
3711,cabbage,grams (g),g,380,380,0,0,0,1,0,log10 median
3712,cabbage,grams (g),g,560,560,0,0,0,1,0,log10 median
3713,cabbage,grams (g),g,320,320,0,0,0,1,0,log10 median
3714,cabbage,grams (g),g,635,635,0,0,0,1,0,log10 median
3715,cabbage,Kilograms (Kgs),g,1.125,1125,0,0,0,1,0,log10 median
3716,cabbage,grams (g),g,200,200,0,0,0,1,0,log10 median
3717,cabbage,grams (g),g,150,150,0,0,0,1,0,log10 median
3718,camote tops,grams (g),g,210,210,0,0,0,1,0,log10 median
3719,camote tops,grams (g),g,165,165,0,0,0,1,0,log10 median
3720,camote,grams (g),g,80,80,0,0,0,1,0,log10 median
3721,camote,grams (g),g,150,150,0,0,0,1,0,log10 median
3722,camote,grams (g),g,.079999998,80,1,1,0,0,0,log10 median
3723,camote,grams (g),g,.090000004,90,1,1,0,0,0,log10 median
3724,carrot,grams (g),g,115,115,0,0,0,1,0,log10 median
3725,carrot,grams (g),g,175,175,0,0,0,1,0,log10 median
3726,carrot,grams (g),g,300,300,0,0,0,1,0,log10 median
3727,carrot,grams (g),g,.075000003,75,1,1,0,0,0,log10 median
3728,carrot,grams (g),g,165,165,0,0,0,1,0,log10 median
3729,carrot,grams (g),g,225,225,0,0,0,1,0,log10 median
3730,carrot,grams (g),g,.090000004,90,1,1,0,0,0,log10 median
3731,carrot,grams (g),g,175,175,0,0,0,1,0,log10 median
3732,carrot,grams (g),g,370,370,0,0,0,1,0,log10 median
3733,carrot,grams (g),g,75,75,0,0,0,1,0,log10 median
3734,carrot,grams (g),g,155,155,0,0,0,1,0,log10 median
3735,carrot,grams (g),g,130,130,0,0,0,1,0,log10 median
3736,carrot,grams (g),g,140,140,0,0,0,1,0,log10 median
3737,carrot,grams (g),g,300,300,0,0,0,1,0,log10 median
3738,chicken,Kilograms (Kgs),g,1.39,1390,0,0,0,1,0,log10 median
3739,chicken,grams (g),g,945,945,0,0,0,1,0,log10 median
3740,chicken,Kilograms (Kgs),g,1.355,1355,0,0,0,1,0,log10 median
3741,chicken,Kilograms (Kgs),g,1.005,1005,0,0,0,1,0,log10 median
3742,chicken,Kilograms (Kgs),g,1.595,1595,0,0,0,1,0,log10 median
3743,"crackers, cookies, buiscuits, chips/curls",grams (g),g,48,48,0,0,0,1,0,log10 median
3744,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,log10 median
3745,"crackers, cookies, buiscuits, chips/curls",grams (g),g,28,28,0,0,0,1,0,log10 median
3746,"crackers, cookies, buiscuits, chips/curls",grams (g),g,32,32,0,0,0,1,0,log10 median
3747,"crackers, cookies, buiscuits, chips/curls",grams (g),g,26,26,0,0,0,1,0,log10 median
3748,"crackers, cookies, buiscuits, chips/curls",grams (g),g,32,32,0,0,0,1,0,log10 median
3749,"crackers, cookies, buiscuits, chips/curls",grams (g),g,420,420,0,0,0,1,0,log10 median
3750,"crackers, cookies, buiscuits, chips/curls",grams (g),g,320,320,0,0,0,1,0,log10 median
3751,"crackers, cookies, buiscuits, chips/curls",grams (g),g,240,240,0,0,0,1,0,log10 median
3752,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
3753,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.47299999,473,0,0,0,1,0,log10 median
3754,fresh fish,grams (g),g,680,680,0,0,0,1,0,log10 median
3755,fresh fish,Kilograms (Kgs),g,1.05,1050,0,0,0,1,0,log10 median
3756,fresh fish,grams (g),g,765,765,0,0,0,1,0,log10 median
3757,fresh fish,grams (g),g,380,380,0,0,0,1,0,log10 median
3758,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.045000002,45,0,0,0,1,0,log10 median
3759,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
3760,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.11,110,0,0,0,1,0,log10 median
3761,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.050000001,50,0,0,0,1,0,log10 median
3762,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.048999999,49,0,0,0,1,0,log10 median
3763,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.25,250,0,0,0,1,0,log10 median
3764,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3765,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3766,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3767,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
3768,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
3769,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,1,1000,0,0,0,1,0,log10 median
3770,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3771,loaf bread,grams (g),g,700,700,0,0,0,1,0,log10 median
3772,loaf bread,grams (g),g,700,700,0,0,0,1,0,log10 median
3773,loaf bread,grams (g),g,500,500,0,0,0,1,0,log10 median
3774,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3775,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3776,loaf bread,grams (g),g,500,500,0,0,0,1,0,log10 median
3777,loaf bread,grams (g),g,500,500,0,0,0,1,0,log10 median
3778,loaf bread,grams (g),g,400,400,0,0,0,1,0,log10 median
3779,loaf bread,grams (g),g,500,500,0,0,0,1,0,log10 median
3780,mango,grams (g),g,135,135,0,0,0,1,0,log10 median
3781,mango,grams (g),g,195,195,0,0,0,1,0,log10 median
3782,mango,grams (g),g,200,200,0,0,0,1,0,log10 median
3783,mango,grams (g),g,155,155,0,0,0,1,0,log10 median
3784,mango,grams (g),g,195,195,0,0,0,1,0,log10 median
3785,mango,grams (g),g,285,285,0,0,0,1,0,log10 median
3786,mango,grams (g),g,160,160,0,0,0,1,0,log10 median
3787,mango,grams (g),g,285,285,0,0,0,1,0,log10 median
3788,"mineral or spring water, all drinking water sold in containers",Litres (L),mL,.0099999998,1000,1,1,0,0,0,block governs
3789,"prawns, lobster, shrimp",grams (g),g,215,215,0,0,0,1,0,log10 median
3790,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3791,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,500,500,0,0,0,1,0,log10 median
3792,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,block governs
3793,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,block governs
3794,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,225,225,0,0,0,1,0,log10 median
3795,cabbage,grams (g),g,570,570,0,0,0,1,0,log10 median
3796,cabbage,grams (g),g,960,960,0,0,0,1,0,log10 median
3797,cabbage,Kilograms (Kgs),g,1.345,1345,0,0,0,1,0,log10 median
3798,cabbage,grams (g),g,280,280,0,0,0,1,0,log10 median
3799,cabbage,grams (g),g,890,890,0,0,0,1,0,log10 median
3800,cabbage,Kilograms (Kgs),g,1.4299999,1430,0,0,0,1,0,log10 median
3801,cabbage,grams (g),g,635,635,0,0,0,1,0,log10 median
3802,cabbage,grams (g),g,355,355,0,0,0,1,0,log10 median
3803,cabbage,grams (g),g,575,575,0,0,0,1,0,block governs
3804,cabbage,grams (g),g,770,770,0,0,0,1,0,block governs
3805,cabbage,grams (g),g,80,80,0,0,0,1,0,log10 median
3806,cabbage,grams (g),g,95,95,0,0,0,1,0,log10 median
3807,camote tops,grams (g),g,175,175,0,0,0,1,0,log10 median
3808,carrot,grams (g),g,135,135,0,0,0,1,0,log10 median
3809,carrot,grams (g),g,90,90,0,0,0,1,0,log10 median
3810,carrot,grams (g),g,145,145,0,0,0,1,0,log10 median
3811,carrot,grams (g),g,220,220,0,0,0,1,0,log10 median
3812,carrot,grams (g),g,85,85,0,0,0,1,0,log10 median
3813,chicken,Kilograms (Kgs),g,1.27,1270,0,0,0,1,0,log10 median
3814,chicken,Kilograms (Kgs),g,1.4349999,1435,0,0,0,1,0,log10 median
3815,fresh fish,grams (g),g,680,680,0,0,0,1,0,log10 median
3816,fresh fish,grams (g),g,780,780,0,0,0,1,0,block governs
3817,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.11,110,0,0,0,1,0,log10 median
3818,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.115,115,0,0,0,1,0,log10 median
3819,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.18000001,180,0,0,0,1,0,log10 median
3820,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
3821,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
3822,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.045000002,45,0,0,0,1,0,log10 median
3823,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3824,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3825,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
3826,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3827,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3828,loaf bread,grams (g),g,360,360,0,0,0,1,0,log10 median
3829,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3830,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
3831,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3832,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
3833,loaf bread,grams (g),g,360,360,0,0,0,1,0,log10 median
3834,loaf bread,grams (g),g,360,360,0,0,0,1,0,log10 median
3835,mango,grams (g),g,145,145,0,0,0,1,0,log10 median
3836,mango,grams (g),g,210,210,0,0,0,1,0,log10 median
3837,mango,grams (g),g,355,355,0,0,0,1,0,log10 median
3838,mango,grams (g),g,165,165,0,0,0,1,0,log10 median
3839,mango,grams (g),g,230,230,0,0,0,1,0,log10 median
3840,mango,grams (g),g,300,300,0,0,0,1,0,log10 median
3841,"prawns, lobster, shrimp",grams (g),g,570,570,0,0,0,1,0,log10 median
3842,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3843,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3844,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3845,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
3846,cabbage,grams (g),g,715,715,0,0,0,1,0,log10 median
3847,cabbage,grams (g),g,770,770,0,0,0,1,0,log10 median
3848,cabbage,Kilograms (Kgs),g,1.34,1340,0,0,0,1,0,log10 median
3849,cabbage,grams (g),g,730,730,0,0,0,1,0,log10 median
