"row id; same id space as hh_row in psps_households.dta","household identifier","PSPS item code","acquisition slot: 2 purchased, 3 own production, 4 gift","acquisition route: purchased, own_production, or gift","province","municipality","food item","unit as the household reported it","harmonized market-survey unit; blank where none applies","quantity reported, in the unit named by pull_nsu_unit","implied unit value, PHP per unit; all acquisition modes (A10)","grams (or mL) per unit for this household's row","q_h * cf_h; total grams for this row; missing if not converted","20a conversion path: 1 standard unit, 2 NSU, 3 not an NSU","how this row got its grams, or why it did not","1 = this row has a gram figure","0 matched or standard-unit; 1-3 a borrowed rung; missing if unconverted","1 = the household price ratio was clamped to t=5 (conv_path 2 only)","1 = no computable unit value on this row (e_h or q_h absent)","weighings behind cf_h, at the level used; missing off conv_path 2","1 = fewer than 3 weighings behind the estimate; treat as uncertain","hetero-blind: grams in one unit of this NSU, cell pooled across hetero-groups","hetero-blind: q_h * cf_h_blind -- the no-price-matching counterfactual","hetero-blind: dimension of cf_h_blind (1 = g, 2 = mL)","hetero-blind rung: 1 cell pooled, 2 province, 3 regional (never 0)","hetero-blind: how this row got its grams, or why it did not","hetero-blind: weighings behind cf_h_blind","1 = the hetero-blind ladder produced grams for this row"
33922,H005814,grain_1,2,purchased,CAPIZ,DUMALAG,rice,gantang,,2,120,2250,4500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33923,H005814,meat_3,2,purchased,CAPIZ,DUMALAG,chicken,kilograms (kg),,1,90,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33924,H005814,veg_3,2,purchased,CAPIZ,DUMALAG,camote tops,bugkos,bugkos,1,10,93.75,93.75,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,210,210,1,2,blind: cell pooled,51,1
33925,H005815,bev_1,2,purchased,ILOILO,SAN DIONISIO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,3,25,18927.1,56781.3,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33926,H005815,fish_1,3,own_production,ILOILO,SAN DIONISIO,fresh fish,kilograms (kg),,3.5,128.5714285714286,1000,3500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33927,H005815,fish_2,3,own_production,ILOILO,SAN DIONISIO,"prawns, lobster, shrimp",kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33928,H005815,grain_1,2,purchased,ILOILO,SAN DIONISIO,rice,gantang,,3,125,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33929,H005816,bev_1,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,3,30,18927.1,56781.3,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33930,H005816,bev_3,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,1,130,793.4992240009962,793.4992240009962,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,750,750,2,2,blind: province pool,45,1
33931,H005816,fish_1,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,fresh fish,kilograms (kg),,2,250,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33932,H005816,grain_1,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,rice,gantang,,7,146.2857142857143,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33933,H005816,meat_2,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,pork,kilograms (kg),,1,300,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33934,H005816,meat_3,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,chicken,kilograms (kg),,1,270,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33935,H005816,meat_4,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,3,70,308.0363093683229,924.1089281049685,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,237.5,712.5,1,1,blind: cell pooled,4,1
33936,H005816,veg_3,3,own_production,NEGROS OCCIDENTAL,HINIGARAN,camote tops,bugkos,bugkos,1,20,267.5,267.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,317.5,317.5,1,2,blind: cell pooled,74,1
33937,H005817,bev_1,2,purchased,ILOILO,CALINOG,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,25,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33938,H005817,fish_1,2,purchased,ILOILO,CALINOG,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33939,H005817,grain_1,2,purchased,ILOILO,CALINOG,rice,gantang,,3,125,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33940,H005818,bev_1,2,purchased,ILOILO,SAN DIONISIO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,3,35,18927.1,56781.3,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33941,H005818,bev_3,2,purchased,ILOILO,SAN DIONISIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,80,400,400,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,750,750,2,1,blind: cell pooled,7,1
33942,H005818,fish_1,2,purchased,ILOILO,SAN DIONISIO,fresh fish,kilograms (kg),,10,160,1000,10000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33943,H005818,grain_1,2,purchased,ILOILO,SAN DIONISIO,rice,gantang,,8,120,2250,18000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33944,H005818,meat_3,2,purchased,ILOILO,SAN DIONISIO,chicken,kilograms (kg),,1,230,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33945,H005818,meat_4,2,purchased,ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,3,35,175,525,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,250,750,1,2,blind: cell pooled,182,1
33946,H005818,sweet_1,2,purchased,ILOILO,SAN DIONISIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,4,7,10.5,42,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,52.5,210,1,1,blind: cell pooled,4,1
33947,H005818,veg_3,3,own_production,ILOILO,SAN DIONISIO,camote tops,bugkos,bugkos,1,20,305,305,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,305,305,1,1,blind: cell pooled,4,1
33948,H005819,fish_1,2,purchased,NEGROS OCCIDENTAL,VALLADOLID,fresh fish,kilograms (kg),,2,160,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33949,H005819,grain_1,2,purchased,NEGROS OCCIDENTAL,VALLADOLID,rice,gantang,,3.5,90,2250,7875,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33950,H005819,veg_3,2,purchased,NEGROS OCCIDENTAL,VALLADOLID,camote tops,bugkos,bugkos,1,15,401.2500000000001,401.2500000000001,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,535,535,1,1,blind: cell pooled,3,1
33951,H005820,bev_1,2,purchased,ILOILO,BAROTAC VIEJO,"mineral or spring water, all drinking water sold in containers",gallons,,2,20,3785.41,7570.82,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33952,H005820,fish_1,2,purchased,ILOILO,BAROTAC VIEJO,fresh fish,kilograms (kg),,2,150,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33953,H005820,grain_1,2,purchased,ILOILO,BAROTAC VIEJO,rice,gantang,,3,130,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33954,H005820,meat_4,2,purchased,ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,40,250,250,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,182,0,250,250,1,2,blind: province pool,182,1
33955,H005820,veg_3,3,own_production,ILOILO,BAROTAC VIEJO,camote tops,bugkos,bugkos,1,10,77.5,77.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,155,155,1,1,blind: cell pooled,3,1
33956,H005821,fruit_1,4,gift,AKLAN,MAKATO,mango,binilog,pieces or units,6,5,,,NSU via market survey,refused: unique price,0,,0,0,,,190,1140,1,1,blind: cell pooled,12,1
33957,H005821,grain_1,2,purchased,AKLAN,MAKATO,rice,gantang,,5,140,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33958,H005821,meat_4,2,purchased,AKLAN,MAKATO,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,12,13,75.0778120140511,900.9337441686132,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,65,780,1,1,blind: cell pooled,5,1
33959,H005821,veg_3,4,gift,AKLAN,MAKATO,camote tops,bundle,bundle,2,15,581.25,1162.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,775,1550,1,1,blind: cell pooled,6,1
33960,H005822,fish_1,2,purchased,ANTIQUE,PANDAN,fresh fish,kilograms (kg),,5,180,1000,5000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33961,H005822,grain_1,2,purchased,ANTIQUE,PANDAN,rice,gantang,,3,120,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33962,H005822,grain_3,2,purchased,ANTIQUE,PANDAN,"crackers, cookies, buiscuits, chips/curls",putos,putos,2,64,163.4042553191489,326.8085106382979,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,300,600,1,1,blind: cell pooled,9,1
33963,H005822,meat_3,2,purchased,ANTIQUE,PANDAN,chicken,whole (chicken),whole (chicken),1,240,1353.913043478261,1353.913043478261,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,1297.5,1297.5,1,1,blind: cell pooled,4,1
33964,H005822,veg_3,3,own_production,ANTIQUE,PANDAN,camote tops,bugkos,bugkos,2,10,254.9152577081923,509.8305154163847,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,155,310,1,1,blind: cell pooled,3,1
33965,H005823,fish_1,2,purchased,ILOILO,DUEAS,fresh fish,kilograms (kg),,1,240,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33966,H005823,fruit_1,4,gift,ILOILO,DUEAS,mango,kilograms (kg),,2,100,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33967,H005823,grain_1,2,purchased,ILOILO,DUEAS,rice,gantang,,3,130,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33968,H005823,meat_4,2,purchased,ILOILO,DUEAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,2,30,117,234,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,250,500,1,1,blind: cell pooled,5,1
33969,H005823,veg_3,3,own_production,ILOILO,DUEAS,camote tops,bugkos,bugkos,2,15,116.25,232.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,155,310,1,1,blind: cell pooled,5,1
33970,H005824,fish_1,2,purchased,CAPIZ,PONTEVEDRA,fresh fish,grams (g),,500,.2,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33971,H005824,grain_1,3,own_production,CAPIZ,PONTEVEDRA,rice,gantang,,3,130,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33972,H005825,bev_1,2,purchased,ILOILO,BINGAWAN,"mineral or spring water, all drinking water sold in containers",gallons,,2,25,3785.41,7570.82,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33973,H005825,bev_3,2,purchased,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,65,314.516129032258,314.516129032258,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,375,375,2,1,blind: cell pooled,5,1
33974,H005825,fish_1,2,purchased,ILOILO,BINGAWAN,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33975,H005825,grain_1,3,own_production,ILOILO,BINGAWAN,rice,kilograms (kg),,3,60,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33976,H005825,meat_3,3,own_production,ILOILO,BINGAWAN,chicken,bilog,bilog,1,250,1072.5,1072.5,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,130,0,1072.5,1072.5,1,2,blind: province pool,130,1
33977,H005826,grain_1,3,own_production,AKLAN,IBAJAY,rice,gantang,,3,125,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33978,H005826,meat_4,2,purchased,AKLAN,IBAJAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,6,12,12,72,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,65,390,1,2,blind: cell pooled,28,1
33979,H005827,bev_1,2,purchased,ANTIQUE,SEBASTE,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,1,25,18927.1,18927.1,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33980,H005827,bev_3,2,purchased,ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,3,85,439.6551724137931,1318.96551724138,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,375,1125,2,1,blind: cell pooled,5,1
33981,H005827,fish_1,2,purchased,ANTIQUE,SEBASTE,fresh fish,kilograms (kg),,4,250,1000,4000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33982,H005827,fruit_1,2,purchased,ANTIQUE,SEBASTE,mango,kilograms (kg),,1,70,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33983,H005827,grain_1,2,purchased,ANTIQUE,SEBASTE,rice,kilograms (kg),,25,56,1000,25000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33984,H005827,grain_2,2,purchased,ANTIQUE,SEBASTE,loaf bread,medium nga putos,medium packs,1,50,328.5714285714286,328.5714285714286,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,460,460,1,1,blind: cell pooled,4,1
33985,H005827,meat_3,3,own_production,ANTIQUE,SEBASTE,chicken,binilog,pieces or units,2,500,410,820,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,40,0,410,820,1,2,blind: province pool,40,1
33986,H005827,meat_4,2,purchased,ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,50,215.3923574942747,215.3923574942747,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,375,375,1,1,blind: cell pooled,8,1
33987,H005827,sweet_1,2,purchased,ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,putos,5,10,13.33333333333333,66.66666666666667,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,60,300,2,1,blind: cell pooled,4,1
33988,H005827,veg_3,3,own_production,ANTIQUE,SEBASTE,camote tops,bugkos,bugkos,3,10,115,345,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,230,690,1,1,blind: cell pooled,3,1
33989,H005827,veg_4,2,purchased,ANTIQUE,SEBASTE,camote,kilograms (kg),,1,60,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33990,H005828,fish_1,2,purchased,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),fresh fish,kilograms (kg),,2,255,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33991,H005828,grain_1,2,purchased,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),rice,kilograms (kg),,12,50,1000,12000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33992,H005828,grain_2,2,purchased,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),loaf bread,large,large packs,1,80,426.0355029585799,426.0355029585799,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,450,450,1,1,blind: cell pooled,9,1
33993,H005828,meat_4,2,purchased,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,2,100,368.5076220586943,737.0152441173885,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,250,500,1,2,blind: cell pooled,70,1
33994,H005828,veg_3,3,own_production,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote tops,bugkos,bugkos,2,5,160,320,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,640,1280,1,1,blind: cell pooled,3,1
33995,H005828,veg_4,3,own_production,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote,kilograms (kg),,3,30,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33996,H005829,fish_1,2,purchased,ILOILO,SAN RAFAEL,fresh fish,bilog,pieces or units,3,33.33333333333334,163.3333333333333,490,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,545,1635,1,1,blind: cell pooled,9,1
33997,H005829,grain_1,2,purchased,ILOILO,SAN RAFAEL,rice,gantang,,5,140,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
33998,H005829,veg_3,3,own_production,ILOILO,SAN RAFAEL,camote tops,bugkos,bugkos,1,10,68.33333333333334,68.33333333333334,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,205,205,1,1,blind: cell pooled,3,1
33999,H005830,bev_1,2,purchased,ANTIQUE,TOBIAS FORNIER,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,25,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34000,H005830,bev_2,2,purchased,ANTIQUE,TOBIAS FORNIER,beer,botelya (500ml),,2,45,500,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34001,H005830,bev_3,2,purchased,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,75,351.5625,351.5625,NSU via market survey,matched price point,1,the cell's own weighings,0,0,8,0,375,375,2,1,blind: cell pooled,8,1
34002,H005830,fish_1,2,purchased,ANTIQUE,TOBIAS FORNIER,fresh fish,kilograms (kg),,3,220,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34003,H005830,grain_1,2,purchased,ANTIQUE,TOBIAS FORNIER,rice,salmon,salmon,21,15.66666666666667,410,8610,NSU via market survey,fallback: regional pool,1,item x unit (regional),0,0,21,0,410,8610,1,3,blind: regional pool,21,1
34004,H005830,grain_2,2,purchased,ANTIQUE,TOBIAS FORNIER,loaf bread,tama-tama nga putos,tama-tama nga putos,1,56,500,500,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,7,0,500,500,1,2,blind: province pool,7,1
34005,H005830,grain_3,2,purchased,ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",putos,putos,1,56,332.3577235772358,332.3577235772358,NSU via market survey,matched price point,1,the cell's own weighings,0,0,8,0,365,365,1,1,blind: cell pooled,8,1
34006,H005830,meat_2,2,purchased,ANTIQUE,TOBIAS FORNIER,pork,kilograms (kg),,1,380,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34007,H005830,meat_3,2,purchased,ANTIQUE,TOBIAS FORNIER,chicken,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34008,H005830,sweet_1,2,purchased,ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,1,46,105,105,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,32,0,105,105,2,2,blind: province pool,32,1
34009,H005830,veg_1,2,purchased,ANTIQUE,TOBIAS FORNIER,cabbage,kilograms (kg),,2,80,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34010,H005830,veg_2,2,purchased,ANTIQUE,TOBIAS FORNIER,carrot,kilograms (kg),,1,80,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34011,H005830,veg_3,3,own_production,ANTIQUE,TOBIAS FORNIER,camote tops,bundle,bundle,1,10,322.5,322.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,645,645,1,1,blind: cell pooled,3,1
34012,H005830,veg_4,2,purchased,ANTIQUE,TOBIAS FORNIER,camote,kilograms (kg),,1,60,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34013,H005831,grain_1,3,own_production,ILOILO,CONCEPCION,rice,gantang,,7,115,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34014,H005831,meat_4,2,purchased,ILOILO,CONCEPCION,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,45,250,250,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,182,0,250,250,1,2,blind: province pool,182,1
34015,H005831,veg_3,3,own_production,ILOILO,CONCEPCION,camote tops,bugkos,bugkos,1,30,375,375,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,250,250,1,1,blind: cell pooled,6,1
34016,H005832,fish_1,2,purchased,CAPIZ,PONTEVEDRA,fresh fish,kilograms (kg),,3,180,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34017,H005832,grain_1,4,gift,CAPIZ,PONTEVEDRA,rice,gantang,,3,150,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34018,H005832,meat_3,2,purchased,CAPIZ,PONTEVEDRA,chicken,kilograms (kg),,2,160,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
34019,H005832,sweet_1,3,own_production,CAPIZ,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,10,10,9.600000000000001,96.00000000000001,NSU via market survey,matched price point,1,the cell's own weighings,1,0,1,1,75,750,2,2,blind: cell pooled,16,1
34020,H005832,veg_2,2,purchased,CAPIZ,PONTEVEDRA,carrot,bilog,pieces or units,2,30,65.71428571428572,131.4285714285714,NSU via market survey,matched price point,1,the cell's own weighings,0,0,7,0,132.5,265,1,1,blind: cell pooled,14,1
34021,H005833,bev_3,2,purchased,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,3,100,447.7611940298507,1343.283582089552,NSU via market survey,matched price point,1,the cell's own weighings,0,0,8,0,375,1125,2,1,blind: cell pooled,8,1
34022,H005833,fish_1,2,purchased,ANTIQUE,SAN REMIGIO,fresh fish,kilograms (kg),,1,150,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
